user_id,event_id
962,1
962,2
962,3
962,4
962,5
962,6
962,7
962,8
962,9
962,16
962,17
962,18
962,19
962,20
962,21
962,22
962,23
962,24
962,25
962,26
962,27
962,28
962,31
962,32
962,33
962,34
962,35
962,36
962,37
962,38
962,39
962,40
962,41
962,42
962,43
962,44
962,45
962,46
962,70
962,79
962,80
962,81
962,82
962,83
962,86
962,87
962,88
962,89
962,90
962,91
962,92
962,93
962,94
962,95
962,96
962,97
962,98
962,99
962,100
962,101
962,102
962,103
962,104
962,105
962,106
962,107
962,108
962,109
962,110
962,111
962,112
962,113
962,114
962,115
962,116
962,117
962,118
962,119
962,126
962,146
962,147
962,156
962,157
962,158
962,159
962,160
962,161
962,162
962,163
962,164
962,165
962,166
962,167
962,168
962,169
962,176
962,177
962,178
962,179
962,180
962,181
962,182
962,183
962,184
962,185
962,186
962,187
962,188
962,189
962,190
962,191
962,192
962,193
962,200
962,201
962,202
962,214
962,215
962,216
962,217
962,218
962,219
962,220
962,232
962,233
962,236
962,237
962,238
962,239
962,240
962,241
962,242
962,243
962,244
962,245
962,246
962,248
